GOOG,Aug 1 2004,102.37
GOOG,Sep 1 2004,129.6
GOOG,Oct 1 2004,190.64
GOOG,Nov 1 2004,181.98
GOOG,Dec 1 2004,192.79
GOOG,Jan 1 2005,195.62
